hedId	rdfs:label	Level	omn:SubClassOf	Attributes	dc:description
HED_0042364	Postictal-sleep	3	Postictal-semiology	annotation=dc:source Beniczky ea 2017 Table 11, annotation=dc:source Beniczky ea 2013 Appendix S5	Invincible need to sleep after a seizure.
HED_0042365	Postictal-unilateral-myoclonic-jerks	3	Postictal-semiology	annotation=dc:source Beniczky ea 2017 Table 11, annotation=dc:source Beniczky ea 2013 Appendix S5	Unilateral myoclonic jerks. Myoclonus: sudden, brief (<100 ms) involuntary single or multiple contraction(s) of muscles(s) or muscle groups of variable topography (axial, proximal limb, distal).
HED_0042366	Postictal-other-unilateral-motor-phenomena	3	Postictal-semiology	requireChild, annotation=dc:source Beniczky ea 2017 Table 11, annotation=dc:source Beniczky ea 2013 Appendix S5	Unilateral motor phenomena, other then specified above, occurring in the postictal phase.
HED_0042367	Postictal-other-unilateral-motor-phenomena-#	4	Postictal-other-unilateral-motor-phenomena	takesValue, valueClass=textClass	Free text.
HED_0042368	Episode-time-context-property	2	Episode-property	annotation=dc:source Beniczky ea 2017 Section 10	Additional clinically relevant features related to episodes can be scored under timing and context. If needed, episode duration can be tagged with suggested tag.
HED_0042369	Episode-consciousness-affected	3	Episode-time-context-property	suggestedTag=False, suggestedTag=Some, suggestedTag=True, suggestedTag=Property-not-possible-to-determine, annotation=dc:source Beniczky ea 2017 Table 13	
HED_0042370	Episode-awareness	3	Episode-time-context-property	suggestedTag=True, suggestedTag=False, annotation=dc:source Beniczky ea 2017 Table 13	False: the patient is not aware of the episode. True: the patient is aware of the episode.
HED_0042371	Episode-event-count	3	Episode-time-context-property	requireChild, suggestedTag=Property-not-possible-to-determine, annotation=dc:source Beniczky ea 2017 Table 13	Number of stereotypical episodes during the recording.
HED_0042372	Episode-event-count-#	4	Episode-event-count	takesValue, valueClass=numericClass	
HED_0042373	Status-epilepticus	3	Episode-time-context-property	annotation=dc:source Beniczky ea 2017 Table 13	Episode with duration >30 min but not precisely determined (status epilepticus).
HED_0042374	Episode-prodrome	3	Episode-time-context-property	suggestedTag=True, suggestedTag=False, annotation=dc:source Blume ea 2001, annotation=dc:source Beniczky ea 2017 Table 13	Prodrome is a preictal phenomenon, and it is defined as a subjective or objective clinical alteration (e.g., ill-localized sensation or agitation) that heralds the onset of an epileptic seizure but does not form part of it (Blume ea 2001). Therefore, prodrome should be distinguished from aura (which is an ictal phenomenon). If prodrome present/true + free text.
HED_0042375	Episode-prodrome-#	4	Episode-prodrome	takesValue, valueClass=textClass	Free text.
HED_0042376	Initial-ictal-phase	3	Episode-time-context-property	suggestedTag=Asleep, suggestedTag=Awake	
HED_0042377	Subsequent-ictal-phase	3	Episode-time-context-property		
HED_0042378	Post-ictal-phase	3	Episode-time-context-property		
HED_0042379	Episode-tongue-biting	3	Episode-time-context-property	suggestedTag=True, suggestedTag=False, annotation=dc:source Beniczky ea 2017 Table 13	
HED_0042380	Other-feature-property	1	Feature-property	requireChild	
HED_0042381	Artifact-significance-to-recording	2	Other-feature-property	annotation=dc:source Beniczky ea 2017 Section 12	It is important to score the significance of the described artifacts: recording is not interpretable, recording of reduced diagnostic value, does not interfere with the interpretation of the recording.
HED_0042382	Recording-not-interpretable-due-to-artifact	3	Artifact-significance-to-recording		
HED_0042383	Recording-not-interpretable-due-to-artifact-#	4	Recording-not-interpretable-due-to-artifact	takesValue, valueClass=textClass	Free text.
HED_0042384	Recording-of-reduced-diagnostic-value-due-to-artifact	3	Artifact-significance-to-recording		
HED_0042385	Recording-of-reduced-diagnostic-value-due-to-artifact-#	4	Recording-of-reduced-diagnostic-value-due-to-artifact	takesValue, valueClass=textClass	Free text.
HED_0042386	Artifact-does-not-interfere-recording	3	Artifact-significance-to-recording		
HED_0042387	Artifact-does-not-interfere-recording-#	4	Artifact-does-not-interfere-recording	takesValue, valueClass=textClass	Free text.
HED_0042388	Feature-significance-to-recording	2	Other-feature-property	suggestedTag=Normal, suggestedTag=Abnormal, suggestedTag=Property-not-possible-to-determine	Significance of feature. When normal/abnormal could be labeled with with suggested tags.
HED_0042389	Feature-significance-to-recording-#	3	Feature-significance-to-recording	takesValue, valueClass=textClass	Free text.
HED_0042390	Feature-frequency	2	Other-feature-property	requireChild, suggestedTag=Symmetrical, suggestedTag=Asymmetrical	Value in Hz (number) typed in.
HED_0042391	Feature-frequency-#	3	Feature-frequency	takesValue, valueClass=numericClass, unitClass=frequencyUnits	
HED_0042392	Feature-amplitude	2	Other-feature-property	requireChild, suggestedTag=Symmetrical, suggestedTag=Asymmetrical	Value in microvolts (number) typed in, e.g. (Feature-amplitude/number uv)
HED_0042393	Feature-amplitude-#	3	Feature-amplitude	takesValue, valueClass=numericClass, unitClass=electricPotentialUnits	
HED_0042394	Feature-stopped-by	2	Other-feature-property	requireChild	
HED_0042395	Feature-stopped-by-#	3	Feature-stopped-by	takesValue, valueClass=textClass	Free text.
HED_0042396	Property-not-possible-to-determine	2	Other-feature-property		Not possible to determine.
HED_0042397	Property-not-possible-to-determine-#	3	Property-not-possible-to-determine	takesValue, valueClass=textClass	Free text.
HED_0042398	Interictal-activity	0	HedTag	annotation=dc:source Beniczky ea 2013 Appendix S1, annotation=dc:source Beniczky ea 2017 Table 5	EEG pattern / transient that is distinguished from the background activity, considered abnormal, but is not recorded during ictal period (seizure) or postictal period; the presence of interictal activity does not necessarily imply that the patient has epilepsy.
HED_0042399	Epileptiform-interictal-activity	1	Interictal-activity	suggestedTag=Spike, suggestedTag=Spike-and-slow-wave, suggestedTag=Runs-of-rapid-spikes, suggestedTag=Polyspikes, suggestedTag=Polyspike-and-slow-wave, suggestedTag=Sharp-wave, suggestedTag=Sharp-and-slow-wave, suggestedTag=Slow-sharp-wave, suggestedTag=High-frequency-oscillation, suggestedTag=Hypsarrhythmia-classic, suggestedTag=Hypsarrhythmia-modified, suggestedTag=Categorical-location-value, suggestedTag=Sensor-list, suggestedTag=Feature-propagation, suggestedTag=Multifocal-feature, suggestedTag=Appearance-mode, suggestedTag=Discharge-pattern, suggestedTag=Feature-incidence, annotation=dc:source Beniczky ea 2013 Appendix S4, annotation=dc:source Morphologies from Beniczky ea 2017 Table 5. annotation	Transients distinguishable from background activity, with characteristic spiky morphology, typically, but neither exclusively, nor invariably found in interictal EEGs of people with epilepsy.
HED_0042400	Abnormal-interictal-rhythmic-activity	1	Interictal-activity	suggestedTag=Rhythmic-property, suggestedTag=Polymorphic-delta-activity, suggestedTag=Frontal-intermittent-rhythmic-delta-activity, suggestedTag=Occipital-intermittent-rhythmic-delta-activity, suggestedTag=Temporal-intermittent-rhythmic-delta-activity, suggestedTag=Categorical-location-value, suggestedTag=Sensor-list, suggestedTag=Appearance-mode, suggestedTag=Discharge-pattern, suggestedTag=Feature-incidence, annotation=dc:source Beniczky ea 2013 Appendix S4, annotation=dc:source Morphologies from Beniczky ea 2017 Table 5, annotation=dc:source Suggested tags from Beniczky ea 2017 Section 8	Activity of frequency lower than alpha, that clearly exceeds the amount considered physiologically normal for patient age and state of alertness.
HED_0042401	Interictal-special-patterns	1	Interictal-activity	annotation=dc:source Beniczky ea 2017 Table 5	
HED_0042402	Interictal-periodic-discharges	2	Interictal-special-patterns	suggestedTag=RPP-morphology, suggestedTag=Categorical-location-value, suggestedTag=Sensor-list, suggestedTag=RPP-time-related-feature, annotation=dc:source Beniczky ea 2017 Table 5	Periodic discharge not further specified (PDs).
HED_0042403	Generalized-periodic-discharges	3	Interictal-periodic-discharges	annotation=dc:source Beniczky ea 2017 Table 5, annotation=dc:source Hirsch ea 2013	GPDs. The term generalized refers to any bilateral, bisynchronous and symmetric pattern, even if it has a restricted field (e.g. bifrontal).
HED_0042404	Lateralized-periodic-discharges	3	Interictal-periodic-discharges	annotation=dc:source Beniczky ea 2017 Table 5, annotation=dc:source Hirsch ea 2013	LPDs. Lateralized includes unilateral and bilateral synchronous but asymmetric; includes focal, regional and hemispheric patterns.
HED_0042405	Bilateral-independent-periodic-discharges	3	Interictal-periodic-discharges	annotation=dc:source Beniczky ea 2017 Table 5, annotation=dc:source Hirsch ea 2013	BIPDs. Bilateral Independent refers to the presence of 2 independent (asynchronous) lateralized patterns, one in each hemisphere.
HED_0042406	Multifocal-periodic-discharges	3	Interictal-periodic-discharges	annotation=dc:source Beniczky ea 2017 Table 5, annotation=dc:source Hirsch ea 2013	MfPDs. Multifocal refers to the presence of at least three independent lateralized patterns with at least one in each hemisphere.
HED_0042407	Extreme-delta-brush	2	Interictal-special-patterns	suggestedTag=Categorical-location-value, suggestedTag=Sensor-list, suggestedTag=Appearance-mode, suggestedTag=Discharge-pattern, annotation=dc:source Beniczky ea 2017 Table 5	
HED_0042408	Physiologic-pattern	0	HedTag	annotation=dc:source Beniczky ea 2013 Appendix S1, annotation=dc:source Beniczky ea 2017 Table 14	EEG graphoelements or rhythms that are considered normal. They only should be scored if the physician considers that they have a specific clinical significance for the recording.
HED_0042409	Rhythmic-activity-pattern	1	Physiologic-pattern	suggestedTag=Rhythmic-property, suggestedTag=Categorical-location-value, suggestedTag=Sensor-list, suggestedTag=Appearance-mode, suggestedTag=Discharge-pattern, annotation=dc:source Beniczky ea 2017 Table 14	Rhythmic activity.
HED_0042410	Slow-alpha-variant-rhythm	1	Physiologic-pattern	suggestedTag=Categorical-location-value, suggestedTag=Sensor-list, suggestedTag=Appearance-mode, suggestedTag=Discharge-pattern, annotation=dc:source Beniczky ea 2013 Appendix S6, annotation=dc:source Beniczky ea 2017 Table 14	Characteristic rhythms mostly at 4-5 Hz, recorded most prominently over the posterior regions of the head. The signals generally alternate or are intermixed with the alpha rhythm to which they are often harmonically related. Amplitude varies but is frequently close to 50 micro V. Blocked or attenuated by attention, especially visual, and mental effort. Comment: slow alpha variant rhythms should be distinguished from posterior slow waves characteristic of children and adolescents and occasionally seen in young adults.
HED_0042411	Fast-alpha-variant-rhythm	1	Physiologic-pattern	suggestedTag=Appearance-mode, suggestedTag=Discharge-pattern, annotation=dc:source Beniczky ea 2013 Appendix S6, annotation=dc:source Beniczky ea 2017 Table 14	Characteristic rhythm at 14-20 Hz, detected most prominently over the posterior regions of the head. May alternate or be intermixed with alpha rhythm. Blocked or attenuated by attention, especially visual, and mental effort.
HED_0042412	Lambda-wave	1	Physiologic-pattern	suggestedTag=Categorical-location-value, suggestedTag=Sensor-list, suggestedTag=Appearance-mode, suggestedTag=Discharge-pattern, annotation=dc:source Beniczky ea 2013 Appendix S6, annotation=dc:source Beniczky ea 2017 Table 14	Diphasic sharp transient occurring over occipital regions of the head of waking subjects during visual exploration. The main component is positive relative to other areas. Time-locked to saccadic eye movement. Amplitude varies but is generally below 50 microV.
HED_0042413	Posterior-slow-waves-youth	1	Physiologic-pattern	suggestedTag=Categorical-location-value, suggestedTag=Sensor-list, suggestedTag=Appearance-mode, suggestedTag=Discharge-pattern, annotation=dc:source Beniczky ea 2013 Appendix S6, annotation=dc:source Beniczky ea 2017 Table 14	Waves in the delta and theta range, of variable form, lasting 0.35 to 0.5 s or longer without any consistent periodicity, found in the range of 6-12 years (occasionally seen in young adults). Alpha waves are almost always intermingled or superimposed. Reactive similar to alpha activity.
HED_0042414	Diffuse-slowing-hyperventilation	1	Physiologic-pattern	suggestedTag=Categorical-location-value, suggestedTag=Sensor-list, suggestedTag=Appearance-mode, suggestedTag=Discharge-pattern, annotation=dc:source Beniczky ea 2013 Appendix S6, annotation=dc:source Beniczky ea 2017 Table 14	Bilateral, diffuse slowing of brain signals during hyperventilation. Recorded in 70 percent of normal children (3-5 years) and less then 10 percent of adults. Slowing usually appears in the posterior regions and spreads forward in younger age groups, whereas slowing tends to appear in the frontal regions and spreads backward in the older age group.
HED_0042415	Photic-driving	1	Physiologic-pattern	suggestedTag=Categorical-location-value, suggestedTag=Sensor-list, suggestedTag=Appearance-mode, suggestedTag=Discharge-pattern, annotation=dc:source Beniczky ea 2013 Appendix S6, annotation=dc:source Beniczky ea 2017 Table 14	Physiologic response consisting of rhythmic activity elicited over the posterior regions of the head by repetitive photic stimulation at frequencies of about 5-30 Hz. Comments: term should be limited to activity time-locked to the stimulus and of frequency identical or harmonically related to the stimulus frequency. Photic driving should be distinguished from the visual evoked potentials elicited by isolated flashes of light or flashes repeated at very low frequency.
HED_0042416	Photomyogenic-response	1	Physiologic-pattern	suggestedTag=Categorical-location-value, suggestedTag=Sensor-list, suggestedTag=Appearance-mode, suggestedTag=Discharge-pattern, annotation=dc:source Beniczky ea 2013 Appendix S6, annotation=dc:source Beniczky ea 2017 Table 14	A response to intermittent photic stimulation characterized by the appearance in the record of brief, repetitive muscular artifacts (spikes) over the anterior regions of the head. These often increase gradually in amplitude as stimuli are continued and cease promptly when the stimulus is withdrawn. Comment: this response is frequently associated with flutter of the eyelids and vertical oscillations of the eyeballs and sometimes with discrete jerking mostly involving the musculature of the face and head. (Preferred to synonym: photo-myoclonic response).
HED_0042417	Arousal-pattern	1	Physiologic-pattern	suggestedTag=Categorical-location-value, suggestedTag=Sensor-list, suggestedTag=Appearance-mode, suggestedTag=Discharge-pattern, annotation=dc:source Beniczky ea 2013 Appendix S6, annotation=dc:source Beniczky ea 2017 Table 14	Arousal pattern in children. Prolonged, marked high voltage 4-6/s activity in all leads with some intermixed slower frequencies.
HED_0042418	Frontal-arousal-rhythm	1	Physiologic-pattern	suggestedTag=Appearance-mode, suggestedTag=Discharge-pattern, annotation=dc:source Beniczky ea 2013 Appendix S6, annotation=dc:source Beniczky ea 2017 Table 14	Prolonged (up to 20s) rhythmical sharp or spiky activity over the frontal areas (maximum over the frontal midline) seen at arousal from sleep in children with minimal cerebral dysfunction.
HED_0042419	Other-physiologic-pattern	1	Physiologic-pattern	requireChild	
HED_0042420	Other-physiologic-pattern-#	2	Other-physiologic-pattern	takesValue, valueClass=textClass	Free text.
HED_0042421	Polygraphic-channel-feature	0	HedTag	annotation=dc:source Beniczky ea 2017 Section 13	Changes observed in polygraphic channels can be scored: EOG, Respiration, ECG, EMG, other polygraphic channel (+ free text), and their significance logged (normal, abnormal, no definite abnormality).
HED_0042422	EOG-channel-feature	1	Polygraphic-channel-feature	suggestedTag=Feature-significance-to-recording, annotation=dc:source Beniczky ea 2017 Section 13	Electrooculogram (EOG) channel features.
HED_0042423	EOG-channel-feature-#	2	EOG-channel-feature	takesValue, valueClass=textClass	Free text.
HED_0042424	Respiration-channel-feature	1	Polygraphic-channel-feature	suggestedTag=Feature-significance-to-recording, annotation=dc:source Beniczky ea 2017 Section 13 Table 16	Findings in respiration sensors.
HED_0042425	Oxygen-saturation	2	Respiration-channel-feature	requireChild, annotation=dc:source Beniczky ea 2013 Table 9, annotation=dc:source Beniczky ea 2017 Table 16	Percentage.
HED_0042426	Oxygen-saturation-#	3	Oxygen-saturation	takesValue, valueClass=numericClass	
HED_0042427	Apnea	2	Respiration-channel-feature	annotation=dc:source Wikipedia, annotation=dc:source Beniczky ea 2013 Table 9	Temporary cessation of breathing. Duration range in seconds.
HED_0042428	Apnea-#	3	Apnea	takesValue, valueClass=numericClass	
HED_0042429	Hypopnea	2	Respiration-channel-feature	annotation=dc:source Wikipedia, annotation=dc:source Beniczky ea 2013 Table 9	Overly shallow breathing or an abnormally low respiratory rate. Duration (range in seconds).
HED_0042430	Hypopnea-#	3	Hypopnea	takesValue, valueClass=numericClass	
HED_0042431	Apnea-hypopnea-index	2	Respiration-channel-feature	suggestedTag=Frequency, annotation=dc:source Wikipedia, annotation=dc:source Beniczky ea 2013 Table 9	Events/hour as calculated by dividing the number of apnoea and hypopnoea events by the number of hours of sleep.
HED_0042432	Apnea-hypopnea-index-#	3	Apnea-hypopnea-index	takesValue, valueClass=numericClass	
HED_0042433	Periodic-respiration	2	Respiration-channel-feature	annotation=dc:source Wikipedia, annotation=dc:source Beniczky ea 2017 Table 16	Three or more episodes of central apnea lasting at least 4 seconds, separated by no more than 30 seconds of normal breathing.
HED_0042434	Periodic-respiration-#	3	Periodic-respiration	takesValue, valueClass=textClass, annotation=dc:source Beniczky ea 2017 Table 16	Free text.
HED_0042435	Tachypnea	2	Respiration-channel-feature	suggestedTag=Frequency, annotation=dc:source Beniczky ea 2017 Table 16	Numerical value for cycles / minute.
HED_0042436	Tachypnea-#	3	Tachypnea	takesValue, valueClass=numericClass	
HED_0042437	Other-respiration-feature	2	Respiration-channel-feature	requireChild, annotation=dc:source Beniczky ea 2017 Table 16	
HED_0042438	Other-respiration-feature-#	3	Other-respiration-feature	takesValue, valueClass=textClass	Free text.
HED_0042439	ECG-channel-feature	1	Polygraphic-channel-feature	suggestedTag=Feature-significance-to-recording, annotation=dc:source Beniczky ea 2017 Section 13 Table 16	Findings in Electrocardiogram recordings.
HED_0042440	ECG-QT-period	2	ECG-channel-feature	requireChild, annotation=dc:source Wikipedia, annotation=dc:source Beniczky ea 2013 Table 9, annotation=dc:source Beniczky ea 2017 Table 16	The time from the start of the Q wave to the end of the T wave
HED_0042441	ECG-QT-period-#	3	ECG-QT-period	takesValue, valueClass=numericClass, unitClass=timeUnits	
HED_0042442	ECG-normal-rhythm	2	ECG-channel-feature	suggestedTag=Frequency, annotation=dc:source Beniczky ea 2017 Table 16	Normal rhythm.
HED_0042443	ECG-normal-rhythm-#	3	ECG-normal-rhythm	takesValue, valueClass=textClass	Free text.
HED_0042444	ECG-arrhythmia	2	ECG-channel-feature	annotation=dc:source Beniczky ea 2017 Table 16	Free text annotating characteristics of arrythymia.
HED_0042445	ECG-arrhythmia-#	3	ECG-arrhythmia	takesValue, valueClass=textClass	Free text.
HED_0042446	ECG-asystolia	2	ECG-channel-feature	annotation=dc:source Wikipedia, annotation=dc:source Beniczky ea 2013 Table 9	Absence of ventricular contractions in the context of a lethal heart arrhythmia. Duration in seconds of the absence.
HED_0042447	ECG-asystolia-#	3	ECG-asystolia	takesValue, valueClass=numericClass, unitClass=timeUnits	
HED_0042448	ECG-bradycardia	2	ECG-channel-feature	suggestedTag=Frequency, annotation=dc:source Wikipedia, annotation=dc:source Beniczky ea 2017 Table 16, annotation=dc:source Beniczky ea 2013 Table 9	A resting heart rate under 60 beats per minute. Numerical value for frequency in beats/minute.
HED_0042449	ECG-bradycardia-#	3	ECG-bradycardia	takesValue, valueClass=textClass	Free text.
HED_0042450	ECG-extrasystole	2	ECG-channel-feature	annotation=dc:source Wikipedia, annotation=dc:source Beniczky ea 2017 Table 16	A heart rhythm disorder corresponding to a premature contraction of one of the chambers of the heart.
HED_0042451	ECG-extrasystole-#	3	ECG-extrasystole	takesValue, valueClass=textClass	Free text.
HED_0042452	ECG-ventricular-premature-depolarization	2	ECG-channel-feature	annotation=dc:source Wikipedia, annotation=dc:source Beniczky ea 2017 Table 16	A premature ventricular contraction (PVC) is a common event where the heartbeat is initiated by Purkinje fibers in the ventricles rather than by the sinoatrial node.
HED_0042453	ECG-ventricular-premature-depolarization-#	3	ECG-ventricular-premature-depolarization	takesValue, valueClass=textClass	Free text.
HED_0042454	ECG-tachycardia	2	ECG-channel-feature	suggestedTag=Frequency, annotation=dc:source Wikipedia, annotation=dc:source Beniczky ea 2017 Table 16, annotation=dc:source Beniczky ea 2013 Table 9	A resting heart rate over 100 beats per minute. Numerical value for frequency in beats/minute.
HED_0042455	ECG-tachycardia-#	3	ECG-tachycardia	takesValue, valueClass=textClass	
HED_0042456	Other-ECG-feature	2	ECG-channel-feature	requireChild, annotation=dc:source Beniczky ea 2017 Table 16	
HED_0042457	Other-ECG-feature-#	3	Other-ECG-feature	takesValue, valueClass=textClass	Free text.
HED_0042458	EMG-channel-feature	1	Polygraphic-channel-feature	suggestedTag=Feature-significance-to-recording, suggestedTag=Symmetrical, suggestedTag=Left, suggestedTag=Right, annotation=dc:source Beniczky ea 2017 Section 13 Table 16	Findings in Electromyography recordings. Suggested tags can be used to note the side of the muscle (Left or Right). The order of activation may be indicated using Temporal-relation: (Left, (Before,Right)).
HED_0042459	EMG-muscle-name	2	EMG-channel-feature	requireChild, annotation=dc:source Beniczky ea 2017 Table 16	
HED_0042460	EMG-muscle-name-#	3	EMG-muscle-name	takesValue, valueClass=textClass	Free text.
HED_0042461	Myoclonus	2	EMG-channel-feature	annotation=dc:source Beniczky ea 2017 Table 16	
HED_0042462	Negative-myoclonus	3	Myoclonus	annotation=dc:source Beniczky ea 2017 Table 16	
HED_0042463	Myoclonus-rhythmic	3	Myoclonus	annotation=dc:source Beniczky ea 2017 Table 16	Numerical value for frequency.
HED_0042464	Myoclonus-rhythmic-#	4	Myoclonus-rhythmic	takesValue, valueClass=numericClass, unitClass=frequencyUnits	
HED_0042465	Myoclonus-arrhythmic	3	Myoclonus	annotation=dc:source Beniczky ea 2017 Table 16	
HED_0042466	Myoclonus-synchronous	3	Myoclonus	annotation=dc:source Beniczky ea 2017 Table 16	
HED_0042467	Myoclonus-asynchronous	3	Myoclonus	annotation=dc:source Beniczky ea 2017 Table 16	
HED_0042468	PLMS	2	EMG-channel-feature	annotation=dc:source Beniczky ea 2017 Table 16	Periodic limb movements in sleep.
HED_0042469	Spasm	2	EMG-channel-feature	annotation=dc:source Beniczky ea 2017 Table 16	
HED_0042470	Tonic-contraction	2	EMG-channel-feature	annotation=dc:source Beniczky ea 2017 Table 16	
HED_0042471	Other-EMG-features	2	EMG-channel-feature	requireChild, annotation=dc:source Beniczky ea 2017 Table 16	
HED_0042472	Other-EMG-features-#	3	Other-EMG-features	takesValue, valueClass=textClass	Free text.
HED_0042473	Other-polygraphic-channel-feature	1	Polygraphic-channel-feature	requireChild, annotation=dc:source Beniczky ea 2017 Section 13	Add the name and type of the polygraphic channel as well as the feature in the description.
HED_0042474	Other-polygraphic-channel-feature-#	2	Other-polygraphic-channel-feature	takesValue, valueClass=textClass	Free text.
HED_0042475	Sleep-and-drowsiness	0	HedTag	annotation=dc:source Beniczky ea 2013 Appendix S1	The features of the ongoing activity during sleep are scored here. If abnormal graphoelements appear, disappear or change their morphology during sleep, that is not scored here but at the entry corresponding to that graphoelement (as a modulator).
HED_0042476	Sleep-architecture	1	Sleep-and-drowsiness	suggestedTag=Property-not-possible-to-determine, annotation=dc:source Beniczky ea 2013 Appendix S3	For longer recordings. Only to be scored if whole-night sleep is part of the recording. It is a global descriptor of the structure and pattern of sleep: estimation of the amount of time spent in REM and NREM sleep, sleep duration, NREM-REM cycle.
HED_0042477	Normal-sleep-architecture	2	Sleep-architecture	annotation=dc:source Benizcky ea 2013 Appendix S3	Recording containing sleep-patterns that are considered normal for the attained sleep stages and for the age.
HED_0042478	Abnormal-sleep-architecture	2	Sleep-architecture	annotation=dc:source Benizcky ea 2013 Appendix S3	Absence or consistently marked amplitude asymmetry (>50%) of a normal sleep graphoelement.
HED_0042479	Sleep-stage-reached	1	Sleep-and-drowsiness	requireChild, suggestedTag=Property-not-possible-to-determine, suggestedTag=Feature-significance-to-recording, annotation=dc:source Beniczky ea 2017 Section 7	For normal sleep patterns the sleep stages reached during the recording can be specified.
HED_0042480	Sleep-stage-N1	2	Sleep-stage-reached	annotation=dc:source Beniczky ea 2017 Section 7	Sleep stage 1.
HED_0042481	Sleep-stage-N1-#	3	Sleep-stage-N1	takesValue, valueClass=textClass, annotation=dc:source Beniczky ea 2017 Section 7	Free text.
HED_0042482	Sleep-stage-N2	2	Sleep-stage-reached	annotation=dc:source Beniczky ea 2017 Section 7	Sleep stage 2.
HED_0042483	Sleep-stage-N2-#	3	Sleep-stage-N2	takesValue, valueClass=textClass	Free text.
HED_0042484	Sleep-stage-N3	2	Sleep-stage-reached	annotation=dc:source Beniczky ea 2017 Section 7	Sleep stage 3.
HED_0042485	Sleep-stage-N3-#	3	Sleep-stage-N3	takesValue, valueClass=textClass	Free text.
HED_0042486	Sleep-stage-REM	2	Sleep-stage-reached	annotation=dc:source Beniczky ea 2017 Section 7	Rapid eye movement.
HED_0042487	Sleep-stage-REM-#	3	Sleep-stage-REM	takesValue, valueClass=textClass	Free text.
HED_0042488	Sleep-spindles	1	Sleep-and-drowsiness	suggestedTag=Feature-significance-to-recording, suggestedTag=Categorical-location-value, suggestedTag=Sensor-list, suggestedTag=Asymmetrical, suggestedTag=Symmetrical, annotation=dc:source Beniczky ea 2013 Appendix S3, annotation=dc:source Beniczky ea 2017 Section 7	Burst at 11-15 Hz but mostly at 12-14 Hz generally diffuse but of higher voltage over the central regions of the head, occurring during sleep. Amplitude varies but is mostly below 50 microV in the adult.
HED_0042489	Vertex-wave	1	Sleep-and-drowsiness	suggestedTag=Feature-significance-to-recording, suggestedTag=Categorical-location-value, suggestedTag=Sensor-list, suggestedTag=Asymmetrical, suggestedTag=Symmetrical, annotation=dc:source Beniczky ea 2013 Appendix S3, annotation=dc:source Beniczky ea 2017 Section 7	Sharp potential, maximal at the vertex, negative relative to other areas, apparently occurring spontaneously during sleep or in response to a sensory stimulus during sleep or wakefulness. May be single or repetitive. Amplitude varies but rarely exceeds 250 microV. Abbreviation: V wave. Synonym: vertex sharp wave.
HED_0042490	K-complex	1	Sleep-and-drowsiness	suggestedTag=Feature-significance-to-recording, suggestedTag=Categorical-location-value, suggestedTag=Sensor-list, suggestedTag=Asymmetrical, suggestedTag=Symmetrical, annotation=dc:source Beniczky ea 2013 Appendix S3, annotation=dc:source Beniczky ea 2017 Section 7	A burst of somewhat variable appearance, consisting most commonly of a high voltage negative slow wave followed by a smaller positive slow wave frequently associated with a sleep spindle. Duration greater than 0.5 s. Amplitude is generally maximal in the frontal vertex. K complexes occur during nonREM sleep, apparently spontaneously, or in response to sudden sensory / auditory stimuli, and are not specific for any individual sensory modality.
HED_0042491	Saw-tooth-waves	1	Sleep-and-drowsiness	suggestedTag=Feature-significance-to-recording, suggestedTag=Categorical-location-value, suggestedTag=Sensor-list, suggestedTag=Asymmetrical, suggestedTag=Symmetrical, annotation=dc:source Beniczky ea 2013 Appendix S3, annotation=dc:source Beniczky ea 2017 Section 7	Vertex negative 2-5 Hz waves occurring in series during REM sleep.
HED_0042492	POSTS	1	Sleep-and-drowsiness	suggestedTag=Feature-significance-to-recording, suggestedTag=Categorical-location-value, suggestedTag=Sensor-list, suggestedTag=Asymmetrical, suggestedTag=Symmetrical, annotation=dc:source Beniczky ea 2013 Appendix S3, annotation=dc:source Beniczky ea 2017 Section 7	Positive occipital sharp transients of sleep. Sharp transient maximal over the occipital regions, positive relative to other areas, apparently occurring spontaneously during sleep. May be single or repetitive. Amplitude varies but is generally below 50 microV.
HED_0042493	Hypnagogic-hypersynchrony	1	Sleep-and-drowsiness	suggestedTag=Feature-significance-to-recording, suggestedTag=Categorical-location-value, suggestedTag=Sensor-list, suggestedTag=Asymmetrical, suggestedTag=Symmetrical, annotation=dc:source Beniczky ea 2013 Appendix S3, annotation=dc:source Beniczky ea 2017 Section 7	Hypnagogic/hypnopompic hypersynchrony in children. Bursts of bilateral, synchronous delta or theta activity of large amplitude, occasionally with superimposed faster components, occurring during falling asleep or during awakening, in children.
HED_0042494	Non-reactive-sleep	1	Sleep-and-drowsiness	annotation=dc:source Beniczky ea 2013 Appendix S3, annotation=dc:source Beniczky ea 2017 Section 7	EEG activity consisting of normal sleep graphoelements, but which cannot be interrupted by external stimuli/ the patient cannot be wakened.
HED_0042495	Uncertain-significant-pattern	0	HedTag	annotation=dc:source Beniczky ea 2013 Appendix S1, annotation=dc:source Beniczky ea 2017 Table 14	EEG graphoelements or rhythms that resemble abnormal patterns but that are not necessarily associated with a pathology, and the physician does not consider them abnormal in the context of the scored recording (like normal variants and patterns).
HED_0042496	Sharp-transient-pattern	1	Uncertain-significant-pattern	suggestedTag=Categorical-location-value, suggestedTag=Sensor-list, suggestedTag=Appearance-mode, suggestedTag=Discharge-pattern, annotation=dc:source Beniczky ea 2017 Table 14	Sharp transient.
