hedId	Level	rdfs:label	omn:SubClassOf	Attributes	dc:description	owm:EquivalentTo
HED_0012238	2	Nonword	Language-item		An unpronounceable group of letters or speech sounds that is surrounded by white space when written, is not accepted as a word by native speakers.	Language-item
HED_0012239	2	Paragraph	Language-item		A distinct section of a piece of writing, usually dealing with a single theme.	Language-item
HED_0012240	2	Phoneme	Language-item		Any of the minimally distinct units of sound in a specified language that distinguish one word from another.	Language-item
HED_0012241	2	Phrase	Language-item		A phrase is a group of words functioning as a single unit in the syntax of a sentence.	Language-item
HED_0012242	2	Pseudoword	Language-item		A pronounceable group of letters or speech sounds that looks or sounds like a word but that is not accepted as such by native speakers.	Language-item
HED_0012243	2	Sentence	Language-item		A set of words that is complete in itself, conveying a statement, question, exclamation, or command and typically containing an explicit or implied subject and a predicate containing a finite verb.	Language-item
HED_0012244	2	Syllable	Language-item		A unit of pronunciation having a vowel or consonant sound, with or without surrounding consonants, forming the whole or a part of a word.	Language-item
HED_0012245	2	Textblock	Language-item		A block of text.	Language-item
HED_0012246	2	Word	Language-item		A single distinct meaningful element of speech or writing, used with others (or sometimes alone) to form a sentence and typically surrounded by white space when written or printed.	Language-item
HED_0012247	1	Object	Item	suggestedTag=Sensory-presentation	Something perceptible by one or more of the senses, especially by vision or touch. A material thing.	Item and (suggestedTag some Sensory-presentation)
HED_0012248	2	Geometric-object	Object		An object or a representation that has structure and topology in space.	Object
HED_0012249	3	2D-shape	Geometric-object		A planar, two-dimensional shape.	Geometric-object
HED_0012250	4	Arrow	2D-shape		A shape with a pointed end indicating direction.	2D-shape
HED_0012251	4	Clockface	2D-shape		The dial face of a clock. A location identifier based on clockface numbering or anatomic subregion.	2D-shape
HED_0012252	4	Cross	2D-shape		A figure or mark formed by two intersecting lines crossing at their midpoints.	2D-shape
HED_0012253	4	Dash	2D-shape		A horizontal stroke in writing or printing to mark a pause or break in sense or to represent omitted letters or words.	2D-shape
HED_0012254	4	Ellipse	2D-shape		A closed plane curve resulting from the intersection of a circular cone and a plane cutting completely through it, especially a plane not parallel to the base.	2D-shape
HED_0012255	5	Circle	Ellipse		A ring-shaped structure with every point equidistant from the center.	Ellipse
HED_0012256	4	Rectangle	2D-shape		A parallelogram with four right angles.	2D-shape
HED_0012257	5	Square	Rectangle		A square is a special rectangle with four equal sides.	Rectangle
HED_0012258	4	Single-point	2D-shape		A point is a geometric entity that is located in a zero-dimensional spatial region and whose position is defined by its coordinates in some coordinate system.	2D-shape
HED_0012259	4	Star	2D-shape		A conventional or stylized representation of a star, typically one having five or more points.	2D-shape
HED_0012260	4	Triangle	2D-shape		A three-sided polygon.	2D-shape
HED_0012261	3	3D-shape	Geometric-object		A geometric three-dimensional shape.	Geometric-object
HED_0012262	4	Box	3D-shape		A square or rectangular vessel, usually made of cardboard or plastic.	3D-shape
HED_0012263	5	Cube	Box		A solid or semi-solid in the shape of a three dimensional square.	Box
HED_0012264	4	Cone	3D-shape		A shape whose base is a circle and whose sides taper up to a point.	3D-shape
HED_0012265	4	Cylinder	3D-shape		A surface formed by circles of a given radius that are contained in a plane perpendicular to a given axis, whose centers align on the axis.	3D-shape
HED_0012266	4	Ellipsoid	3D-shape		A closed plane curve resulting from the intersection of a circular cone and a plane cutting completely through it, especially a plane not parallel to the base.	3D-shape
HED_0012267	5	Sphere	Ellipsoid		A solid or hollow three-dimensional object bounded by a closed surface such that every point on the surface is equidistant from the center.	Ellipsoid
HED_0012268	4	Pyramid	3D-shape		A polyhedron of which one face is a polygon of any number of sides, and the other faces are triangles with a common vertex.	3D-shape
HED_0012269	3	Pattern	Geometric-object		An arrangement of objects, facts, behaviors, or other things which have scientific, mathematical, geometric, statistical, or other meaning.	Geometric-object
HED_0012270	4	Dots	Pattern		A small round mark or spot.	Pattern
HED_0012271	4	LED-pattern	Pattern		A pattern created by lighting selected members of a fixed light emitting diode array.	Pattern
HED_0012272	2	Ingestible-object	Object		Something that can be taken into the body by the mouth for digestion or absorption.	Object
HED_0012273	2	Man-made-object	Object		Something constructed by human means.	Object
HED_0012274	3	Building	Man-made-object		A structure that has a roof and walls and stands more or less permanently in one place.	Man-made-object
HED_0012275	4	Attic	Building		A room or a space immediately below the roof of a building.	Building
HED_0012276	4	Basement	Building		The part of a building that is wholly or partly below ground level.	Building
HED_0012277	4	Entrance	Building		The means or place of entry.	Building
HED_0012278	4	Roof	Building		A roof is the covering on the uppermost part of a building which provides protection from animals and weather, notably rain, but also heat, wind and sunlight.	Building
HED_0012279	4	Room	Building		An area within a building enclosed by walls and floor and ceiling.	Building
HED_0012280	3	Clothing	Man-made-object		A covering designed to be worn on the body.	Man-made-object
HED_0012281	3	Device	Man-made-object		An object contrived for a specific purpose.	Man-made-object
HED_0012282	4	Assistive-device	Device		A device that help an individual accomplish a task.	Device
HED_0012283	5	Glasses	Assistive-device		Frames with lenses worn in front of the eye for vision correction, eye protection, or protection from UV rays.	Assistive-device
HED_0012284	5	Writing-device	Assistive-device		A device used for writing.	Assistive-device
HED_0012285	6	Pen	Writing-device		A common writing instrument used to apply ink to a surface for writing or drawing.	Writing-device
HED_0012286	6	Pencil	Writing-device		An implement for writing or drawing that is constructed of a narrow solid pigment core in a protective casing that prevents the core from being broken or marking the hand.	Writing-device
HED_0012287	4	Computing-device	Device		An electronic device which take inputs and processes results from the inputs.	Device
HED_0012288	5	Cellphone	Computing-device		A telephone with access to a cellular radio system so it can be used over a wide area, without a physical connection to a network.	Computing-device
HED_0012289	5	Desktop-computer	Computing-device		A computer suitable for use at an ordinary desk.	Computing-device
HED_0012290	5	Laptop-computer	Computing-device		A computer that is portable and suitable for use while traveling.	Computing-device
HED_0012291	5	Tablet-computer	Computing-device		A small portable computer that accepts input directly on to its screen rather than via a keyboard or mouse.	Computing-device
HED_0012292	4	Engine	Device		A motor is a machine designed to convert one or more forms of energy into mechanical energy.	Device
HED_0012293	4	IO-device	Device		Hardware used by a human (or other system) to communicate with a computer.	Device
HED_0012294	5	Input-device	IO-device		A piece of equipment used to provide data and control signals to an information processing system such as a computer or information appliance.	IO-device
HED_0012295	6	Computer-mouse	Input-device		A hand-held pointing device that detects two-dimensional motion relative to a surface.	Input-device
HED_0012296	7	Mouse-button	Computer-mouse		An electric switch on a computer mouse which can be pressed or clicked to select or interact with an element of a graphical user interface.	Computer-mouse
HED_0012297	7	Scroll-wheel	Computer-mouse		A scroll wheel or mouse wheel is a wheel used for scrolling made of hard plastic with a rubbery surface usually located between the left and right mouse buttons and is positioned perpendicular to the mouse surface.	Computer-mouse
HED_0012298	6	Joystick	Input-device		A control device that uses a movable handle to create two-axis input for a computer device.	Input-device
HED_0012299	6	Keyboard	Input-device		A device consisting of mechanical keys that are pressed to create input to a computer.	Input-device
HED_0012300	7	Keyboard-key	Keyboard		A button on a keyboard usually representing letters, numbers, functions, or symbols.	Keyboard
HED_0012301	8	Keyboard-key-#	Keyboard-key	takesValue	Value of a keyboard key.	Keyboard-key
HED_0012302	6	Keypad	Input-device		A device consisting of keys, usually in a block arrangement, that provides limited input to a system.	Input-device
HED_0012303	7	Keypad-key	Keypad		A key on a separate section of a computer keyboard that groups together numeric keys and those for mathematical or other special functions in an arrangement like that of a calculator.	Keypad
HED_0012304	8	Keypad-key-#	Keypad-key	takesValue	Value of keypad key.	Keypad-key
HED_0012305	6	Microphone	Input-device		A device designed to convert sound to an electrical signal.	Input-device
HED_0012306	6	Push-button	Input-device		A switch designed to be operated by pressing a button.	Input-device
HED_0012307	5	Output-device	IO-device		Any piece of computer hardware equipment which converts information into human understandable form.	IO-device
HED_0012308	6	Auditory-device	Output-device		A device designed to produce sound.	Output-device
HED_0012309	7	Headphones	Auditory-device		An instrument that consists of a pair of small loudspeakers, or less commonly a single speaker, held close to ears and connected to a signal source such as an audio amplifier, radio, CD player or portable media player.	Auditory-device
HED_0012310	7	Loudspeaker	Auditory-device		A device designed to convert electrical signals to sounds that can be heard.	Auditory-device
HED_0012311	6	Display-device	Output-device		An output device for presentation of information in visual or tactile form the latter used for example in tactile electronic displays for blind people.	Output-device
HED_0012312	7	Computer-screen	Display-device		An electronic device designed as a display or a physical device designed to be a protective meshwork.	Display-device
HED_0012313	8	Screen-window	Computer-screen		A part of a computer screen that contains a display different from the rest of the screen. A window is a graphical control element consisting of a visual area containing some of the graphical user interface of the program it belongs to and is framed by a window decoration.	Computer-screen
HED_0012314	7	Head-mounted-display	Display-device		An instrument that functions as a display device, worn on the head or as part of a helmet, that has a small display optic in front of one (monocular HMD) or each eye (binocular HMD).	Display-device
HED_0012315	7	LED-display	Display-device		A LED display is a flat panel display that uses an array of light-emitting diodes as pixels for a video display.	Display-device
HED_0012316	5	Recording-device	IO-device		A device that copies information in a signal into a persistent information bearer.	IO-device
